location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2015-04-07 00:00:00-07:00,9.4,14.4,11.9,17.5,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-08 00:00:00-07:00,9.4,16.1,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-09 00:00:00-07:00,10.0,18.3,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-04-10 00:00:00-07:00,10.0,16.1,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-04-11 00:00:00-07:00,11.1,17.8,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-04-12 00:00:00-07:00,11.1,21.7,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2015-04-13 00:00:00-07:00,10.6,14.4,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-14 00:00:00-07:00,10.0,16.1,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-04-15 00:00:00-07:00,10.0,18.9,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-04-16 00:00:00-07:00,12.8,26.1,19.4,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2015-04-17 00:00:00-07:00,10.6,21.1,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2015-04-18 00:00:00-07:00,10.0,15.6,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-19 00:00:00-07:00,10.0,15.0,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-20 00:00:00-07:00,11.1,14.4,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-21 00:00:00-07:00,11.1,12.8,11.9,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-22 00:00:00-07:00,10.6,16.1,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-04-23 00:00:00-07:00,10.0,17.2,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-04-24 00:00:00-07:00,9.4,15.0,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-25 00:00:00-07:00,9.4,15.0,12.2,11.9,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-26 00:00:00-07:00,10.6,19.4,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2015-04-27 00:00:00-07:00,12.2,24.4,18.3,0.0,0.0,0.0,0.0,0.0
"San Francisco, CA",2015-04-28 00:00:00-07:00,10.0,15.6,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-29 00:00:00-07:00,10.0,17.8,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-04-30 00:00:00-07:00,11.7,28.9,20.3,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2015-05-01 00:00:00-07:00,12.8,20.0,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2015-05-02 00:00:00-07:00,11.1,16.1,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-05-03 00:00:00-07:00,11.1,15.6,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-05-04 00:00:00-07:00,10.0,12.8,11.4,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2015-05-05 00:00:00-07:00,10.6,16.1,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-05-06 00:00:00-07:00,8.9,17.2,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-05-07 00:00:00-07:00,10.0,17.2,13.6,0.0,0.0,0.0,5.0,0.0
