location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2021-04-15 00:00:00-07:00,9.4,13.9,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2021-04-16 00:00:00-07:00,8.3,12.8,10.6,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2021-04-17 00:00:00-07:00,8.3,12.8,10.6,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2021-04-18 00:00:00-07:00,8.3,21.1,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2021-04-19 00:00:00-07:00,8.9,14.4,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2021-04-20 00:00:00-07:00,9.4,14.4,11.9,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-04-21 00:00:00-07:00,8.9,12.2,10.6,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2021-04-22 00:00:00-07:00,9.4,11.1,10.3,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2021-04-23 00:00:00-07:00,9.4,15.0,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-04-24 00:00:00-07:00,8.9,15.6,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-04-25 00:00:00-07:00,10.0,13.3,11.7,4.3,0.0,0.0,7.0,0.0
"San Francisco, CA",2021-04-26 00:00:00-07:00,8.3,14.4,11.4,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2021-04-27 00:00:00-07:00,8.3,16.7,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-04-28 00:00:00-07:00,10.0,21.7,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-04-29 00:00:00-07:00,9.4,13.9,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2021-04-30 00:00:00-07:00,10.0,13.9,11.9,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-05-01 00:00:00-07:00,10.0,13.9,11.9,0.3,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-05-02 00:00:00-07:00,9.4,18.3,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2021-05-03 00:00:00-07:00,10.6,21.1,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-05-04 00:00:00-07:00,12.2,20.6,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-05-05 00:00:00-07:00,10.6,15.6,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2021-05-06 00:00:00-07:00,8.9,14.4,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2021-05-07 00:00:00-07:00,9.4,17.8,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2021-05-08 00:00:00-07:00,10.0,23.9,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-05-09 00:00:00-07:00,11.1,20.6,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-05-10 00:00:00-07:00,10.6,22.8,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-05-11 00:00:00-07:00,10.0,15.6,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-05-12 00:00:00-07:00,8.9,15.6,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-05-13 00:00:00-07:00,8.9,13.3,11.1,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2021-05-14 00:00:00-07:00,9.4,12.2,10.8,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2021-05-15 00:00:00-07:00,9.4,12.8,11.1,0.0,0.0,0.0,7.0,0.0
