location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2018-11-29 00:00:00-07:00,13.3,15.6,14.4,24.6,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-11-30 00:00:00-07:00,11.1,16.1,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-12-01 00:00:00-07:00,10.6,13.9,12.2,5.3,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-12-02 00:00:00-07:00,7.2,13.9,10.6,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-12-03 00:00:00-07:00,9.4,13.9,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-04 00:00:00-07:00,10.6,12.8,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-05 00:00:00-07:00,9.4,12.8,11.1,8.1,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-06 00:00:00-07:00,11.1,15.6,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-12-07 00:00:00-07:00,9.4,16.1,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-12-08 00:00:00-07:00,9.4,15.0,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-12-09 00:00:00-07:00,8.9,11.1,10.0,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-12-10 00:00:00-07:00,9.4,13.9,11.7,0.3,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-11 00:00:00-07:00,7.8,15.0,11.4,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-12 00:00:00-07:00,10.6,16.1,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-12-13 00:00:00-07:00,9.4,16.7,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-12-14 00:00:00-07:00,10.6,16.7,13.6,0.5,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-12-15 00:00:00-07:00,11.7,16.7,14.2,0.5,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-12-16 00:00:00-07:00,13.3,15.6,14.4,3.6,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-12-17 00:00:00-07:00,10.6,15.6,13.1,15.2,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-12-18 00:00:00-07:00,10.0,16.7,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-12-19 00:00:00-07:00,12.8,15.6,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-12-20 00:00:00-07:00,10.0,12.8,11.4,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-21 00:00:00-07:00,11.7,14.4,13.1,2.3,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-12-22 00:00:00-07:00,8.3,15.0,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-23 00:00:00-07:00,10.0,15.0,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-12-24 00:00:00-07:00,10.6,14.4,12.5,10.9,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-12-25 00:00:00-07:00,8.3,15.6,11.9,8.6,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-12-26 00:00:00-07:00,8.3,15.0,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-27 00:00:00-07:00,8.3,15.0,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-12-28 00:00:00-07:00,10.0,15.6,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-12-29 00:00:00-07:00,7.2,15.6,11.4,0.0,0.0,0.0,7.0,0.0
