location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2018-02-24 00:00:00-07:00,5.0,12.2,8.6,0.0,0.0,0.0,9.0,0.0
"San Francisco, CA",2018-02-25 00:00:00-07:00,5.0,15.0,10.0,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-02-26 00:00:00-07:00,7.8,10.6,9.2,5.1,0.0,0.0,9.0,0.0
"San Francisco, CA",2018-02-27 00:00:00-07:00,6.7,13.3,10.0,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-02-28 00:00:00-07:00,7.2,12.8,10.0,5.3,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-03-01 00:00:00-07:00,10.0,14.4,12.2,21.1,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-03-02 00:00:00-07:00,6.7,11.7,9.2,4.6,0.0,0.0,9.0,0.0
"San Francisco, CA",2018-03-03 00:00:00-07:00,5.6,11.7,8.6,1.8,0.0,0.0,9.0,0.0
"San Francisco, CA",2018-03-04 00:00:00-07:00,5.6,12.8,9.2,0.0,0.0,0.0,9.0,0.0
"San Francisco, CA",2018-03-05 00:00:00-07:00,6.7,16.1,11.4,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-03-06 00:00:00-07:00,8.3,18.9,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-03-07 00:00:00-07:00,11.7,20.6,16.1,0.5,0.0,0.0,2.0,0.0
"San Francisco, CA",2018-03-08 00:00:00-07:00,11.1,15.6,13.3,1.3,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-03-09 00:00:00-07:00,8.3,15.6,11.9,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-03-10 00:00:00-07:00,10.0,14.4,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-03-11 00:00:00-07:00,8.3,20.0,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-03-12 00:00:00-07:00,9.4,19.4,14.4,6.9,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-03-13 00:00:00-07:00,11.7,16.1,13.9,14.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-03-14 00:00:00-07:00,8.9,14.4,11.7,3.8,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-03-15 00:00:00-07:00,7.2,13.3,10.3,16.5,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-03-16 00:00:00-07:00,8.3,12.2,10.3,4.1,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-03-17 00:00:00-07:00,7.2,13.9,10.6,0.8,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-03-18 00:00:00-07:00,7.2,13.3,10.3,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-03-19 00:00:00-07:00,8.3,17.8,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-03-20 00:00:00-07:00,10.6,15.0,12.8,19.6,0.0,0.0,6.0,0.0
"San Francisco, CA",2018-03-21 00:00:00-07:00,11.7,17.8,14.7,8.9,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-03-22 00:00:00-07:00,11.1,15.6,13.3,8.1,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-03-23 00:00:00-07:00,7.8,15.0,11.4,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2018-03-24 00:00:00-07:00,8.3,12.8,10.6,1.8,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-03-25 00:00:00-07:00,6.7,12.8,9.7,1.8,0.0,0.0,8.0,0.0
"San Francisco, CA",2018-03-26 00:00:00-07:00,7.2,16.1,11.7,0.0,0.0,0.0,7.0,0.0
