location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2024-04-04 00:00:00-07:00,7.2,12.2,9.7,7.9,0.0,0.0,8.0,0.0
"San Francisco, CA",2024-04-05 00:00:00-07:00,5.6,12.2,8.9,6.1,0.0,0.0,9.0,0.0
"San Francisco, CA",2024-04-06 00:00:00-07:00,7.2,14.4,10.8,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2024-04-07 00:00:00-07:00,8.3,14.4,11.4,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2024-04-08 00:00:00-07:00,8.3,17.8,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-04-09 00:00:00-07:00,10.0,19.4,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-04-10 00:00:00-07:00,9.4,22.2,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-04-11 00:00:00-07:00,10.0,18.3,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-04-12 00:00:00-07:00,10.0,14.4,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2024-04-13 00:00:00-07:00,7.8,12.8,10.3,9.1,0.0,0.0,8.0,0.0
"San Francisco, CA",2024-04-14 00:00:00-07:00,7.8,14.4,11.1,5.6,0.0,0.0,7.0,0.0
"San Francisco, CA",2024-04-15 00:00:00-07:00,8.9,15.6,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2024-04-16 00:00:00-07:00,9.4,19.4,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-04-17 00:00:00-07:00,11.1,22.8,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2024-04-18 00:00:00-07:00,10.6,21.1,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-04-19 00:00:00-07:00,10.6,16.1,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-04-20 00:00:00-07:00,10.6,16.7,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-04-21 00:00:00-07:00,11.1,20.0,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-04-22 00:00:00-07:00,11.7,16.7,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-04-23 00:00:00-07:00,12.2,15.6,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-04-24 00:00:00-07:00,13.3,16.7,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-04-25 00:00:00-07:00,11.1,15.6,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-04-26 00:00:00-07:00,11.1,15.6,13.3,1.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-04-27 00:00:00-07:00,10.0,16.7,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-04-28 00:00:00-07:00,10.6,16.7,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-04-29 00:00:00-07:00,10.6,17.2,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-04-30 00:00:00-07:00,8.9,17.2,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-05-01 00:00:00-07:00,9.4,20.0,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-05-02 00:00:00-07:00,11.1,18.3,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-05-03 00:00:00-07:00,10.0,20.0,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-05-04 00:00:00-07:00,8.3,12.8,10.6,23.9,0.0,0.0,8.0,0.0
