location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2016-02-11 00:00:00-07:00,12.8,21.7,17.2,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2016-02-12 00:00:00-07:00,10.6,20.6,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2016-02-13 00:00:00-07:00,11.1,18.9,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2016-02-14 00:00:00-07:00,11.1,22.2,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2016-02-15 00:00:00-07:00,13.9,25.0,19.4,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2016-02-16 00:00:00-07:00,13.9,23.3,18.6,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2016-02-17 00:00:00-07:00,15.6,20.0,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2016-02-18 00:00:00-07:00,8.9,15.6,12.2,17.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-02-19 00:00:00-07:00,10.6,15.6,13.1,4.1,0.0,0.0,5.0,0.0
"San Francisco, CA",2016-02-20 00:00:00-07:00,8.3,15.0,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2016-02-21 00:00:00-07:00,8.3,16.1,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-02-22 00:00:00-07:00,10.0,20.6,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2016-02-23 00:00:00-07:00,11.1,21.7,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2016-02-24 00:00:00-07:00,10.6,20.6,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2016-02-25 00:00:00-07:00,12.2,22.8,17.5,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2016-02-26 00:00:00-07:00,11.7,16.7,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-02-27 00:00:00-07:00,11.7,18.3,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2016-02-28 00:00:00-07:00,10.6,18.3,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-02-29 00:00:00-07:00,11.1,21.7,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2016-03-01 00:00:00-07:00,12.2,20.6,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2016-03-02 00:00:00-07:00,13.3,18.9,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2016-03-03 00:00:00-07:00,13.3,16.7,15.0,2.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2016-03-04 00:00:00-07:00,13.9,17.2,15.6,9.7,0.0,0.0,3.0,0.0
"San Francisco, CA",2016-03-05 00:00:00-07:00,15.0,17.2,16.1,8.1,0.0,0.0,2.0,0.0
"San Francisco, CA",2016-03-06 00:00:00-07:00,11.1,15.0,13.1,26.4,0.0,0.0,5.0,0.0
"San Francisco, CA",2016-03-07 00:00:00-07:00,8.9,13.9,11.4,23.1,0.0,0.0,7.0,0.0
"San Francisco, CA",2016-03-08 00:00:00-07:00,8.3,13.3,10.8,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2016-03-09 00:00:00-07:00,10.6,17.2,13.9,3.8,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-03-10 00:00:00-07:00,13.3,16.1,14.7,16.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-03-11 00:00:00-07:00,10.6,13.9,12.2,23.1,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-03-12 00:00:00-07:00,10.6,14.4,12.5,6.1,0.0,0.0,6.0,0.0
