location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2024-05-05 00:00:00-07:00,8.3,13.9,11.1,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2024-05-06 00:00:00-07:00,8.9,15.6,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2024-05-07 00:00:00-07:00,9.4,17.8,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-05-08 00:00:00-07:00,11.1,24.4,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2024-05-09 00:00:00-07:00,17.8,27.2,22.5,0.0,0.0,0.0,0.0,4.0
"San Francisco, CA",2024-05-10 00:00:00-07:00,12.2,25.6,18.9,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2024-05-11 00:00:00-07:00,11.1,18.9,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-05-12 00:00:00-07:00,11.1,15.6,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-05-13 00:00:00-07:00,10.0,15.0,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2024-05-14 00:00:00-07:00,10.0,16.7,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-05-15 00:00:00-07:00,10.6,16.1,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-05-16 00:00:00-07:00,12.2,17.2,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-05-17 00:00:00-07:00,10.6,17.2,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-05-18 00:00:00-07:00,11.7,16.7,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-05-19 00:00:00-07:00,10.6,16.7,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-05-20 00:00:00-07:00,10.0,18.3,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-05-21 00:00:00-07:00,10.6,20.6,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-05-22 00:00:00-07:00,11.1,19.4,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-05-23 00:00:00-07:00,10.6,17.8,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-05-24 00:00:00-07:00,9.4,13.3,11.4,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2024-05-25 00:00:00-07:00,10.0,15.0,12.5,2.3,0.0,0.0,6.0,0.0
"San Francisco, CA",2024-05-26 00:00:00-07:00,10.0,17.2,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-05-27 00:00:00-07:00,10.0,14.4,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2024-05-28 00:00:00-07:00,10.0,16.1,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-05-29 00:00:00-07:00,10.6,21.1,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-05-30 00:00:00-07:00,11.7,21.1,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2024-05-31 00:00:00-07:00,11.7,20.6,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2024-06-01 00:00:00-07:00,11.1,16.7,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2024-06-02 00:00:00-07:00,10.6,16.7,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2024-06-03 00:00:00-07:00,12.2,17.8,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2024-06-04 00:00:00-07:00,12.2,23.3,17.8,0.0,0.0,0.0,1.0,0.0
