location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2015-03-07 00:00:00-07:00,11.1,23.3,17.2,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2015-03-08 00:00:00-07:00,9.4,20.0,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-03-09 00:00:00-07:00,10.0,17.2,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-03-10 00:00:00-07:00,10.0,17.2,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2015-03-11 00:00:00-07:00,12.8,18.3,15.6,0.8,0.0,0.0,3.0,0.0
"San Francisco, CA",2015-03-12 00:00:00-07:00,11.7,20.6,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2015-03-13 00:00:00-07:00,11.7,24.4,18.1,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2015-03-14 00:00:00-07:00,13.9,28.9,21.4,0.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2015-03-15 00:00:00-07:00,15.6,19.4,17.5,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2015-03-16 00:00:00-07:00,13.9,20.6,17.2,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2015-03-17 00:00:00-07:00,11.1,16.7,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-03-18 00:00:00-07:00,11.1,18.9,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2015-03-19 00:00:00-07:00,11.1,22.2,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2015-03-20 00:00:00-07:00,11.1,18.9,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2015-03-21 00:00:00-07:00,12.8,20.0,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2015-03-22 00:00:00-07:00,12.2,17.8,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2015-03-23 00:00:00-07:00,12.8,17.2,15.0,2.3,0.0,0.0,3.0,0.0
"San Francisco, CA",2015-03-24 00:00:00-07:00,12.2,16.7,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-03-25 00:00:00-07:00,11.7,21.1,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2015-03-26 00:00:00-07:00,12.2,26.7,19.4,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2015-03-27 00:00:00-07:00,10.6,15.0,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-03-28 00:00:00-07:00,11.1,21.7,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2015-03-29 00:00:00-07:00,10.6,21.7,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2015-03-30 00:00:00-07:00,11.7,16.7,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-03-31 00:00:00-07:00,11.7,16.7,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-04-01 00:00:00-07:00,9.4,16.1,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-02 00:00:00-07:00,10.6,18.9,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-04-03 00:00:00-07:00,9.4,19.4,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2015-04-04 00:00:00-07:00,10.0,15.0,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2015-04-05 00:00:00-07:00,9.4,13.9,11.7,3.6,0.0,0.0,7.0,0.0
"San Francisco, CA",2015-04-06 00:00:00-07:00,8.3,16.1,12.2,0.0,0.0,0.0,6.0,0.0
