location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2019-11-06 00:00:00-07:00,10.0,15.6,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2019-11-07 00:00:00-07:00,9.4,15.6,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2019-11-08 00:00:00-07:00,10.6,15.6,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2019-11-09 00:00:00-07:00,10.0,17.2,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2019-11-10 00:00:00-07:00,10.6,17.8,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2019-11-11 00:00:00-07:00,10.0,24.4,17.2,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2019-11-12 00:00:00-07:00,10.6,20.6,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2019-11-13 00:00:00-07:00,9.4,13.9,11.7,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2019-11-14 00:00:00-07:00,12.2,16.1,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2019-11-15 00:00:00-07:00,12.8,17.8,15.3,0.5,0.0,0.0,3.0,0.0
"San Francisco, CA",2019-11-16 00:00:00-07:00,11.7,20.0,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2019-11-17 00:00:00-07:00,11.1,22.8,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2019-11-18 00:00:00-07:00,12.8,22.8,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2019-11-19 00:00:00-07:00,12.2,15.6,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2019-11-20 00:00:00-07:00,11.1,18.9,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2019-11-21 00:00:00-07:00,11.7,17.2,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2019-11-22 00:00:00-07:00,10.0,17.8,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2019-11-23 00:00:00-07:00,10.0,19.4,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2019-11-24 00:00:00-07:00,10.0,18.9,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2019-11-25 00:00:00-07:00,9.4,17.2,13.3,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2019-11-26 00:00:00-07:00,8.3,12.2,10.3,2.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2019-11-27 00:00:00-07:00,7.2,11.1,9.2,26.9,0.0,0.0,9.0,0.0
"San Francisco, CA",2019-11-28 00:00:00-07:00,5.6,8.9,7.2,3.6,0.0,0.0,11.0,0.0
"San Francisco, CA",2019-11-29 00:00:00-07:00,5.6,11.7,8.6,0.0,0.0,0.0,9.0,0.0
"San Francisco, CA",2019-11-30 00:00:00-07:00,6.7,10.0,8.3,3.3,0.0,0.0,10.0,0.0
"San Francisco, CA",2019-12-01 00:00:00-07:00,11.1,12.8,11.9,2.8,0.0,0.0,6.0,0.0
"San Francisco, CA",2019-12-02 00:00:00-07:00,11.7,13.9,12.8,9.4,0.0,0.0,6.0,0.0
"San Francisco, CA",2019-12-03 00:00:00-07:00,11.1,16.1,13.6,0.5,0.0,0.0,5.0,0.0
"San Francisco, CA",2019-12-04 00:00:00-07:00,11.1,14.4,12.8,5.6,0.0,0.0,6.0,0.0
"San Francisco, CA",2019-12-05 00:00:00-07:00,11.7,15.0,13.3,0.3,0.0,0.0,5.0,0.0
"San Francisco, CA",2019-12-06 00:00:00-07:00,12.8,17.2,15.0,0.0,0.0,0.0,3.0,0.0
