location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2021-09-17 00:00:00-07:00,12.2,17.8,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-09-18 00:00:00-07:00,13.3,19.4,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-09-19 00:00:00-07:00,14.4,20.0,17.2,0.5,0.0,0.0,1.0,0.0
"San Francisco, CA",2021-09-20 00:00:00-07:00,14.4,28.3,21.4,0.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2021-09-21 00:00:00-07:00,17.2,28.9,23.1,0.0,0.0,0.0,0.0,5.0
"San Francisco, CA",2021-09-22 00:00:00-07:00,13.3,20.0,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-09-23 00:00:00-07:00,11.7,22.2,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-09-24 00:00:00-07:00,12.2,18.9,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-09-25 00:00:00-07:00,13.9,16.1,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-09-26 00:00:00-07:00,14.4,16.7,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-09-27 00:00:00-07:00,14.4,19.4,16.9,0.5,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-09-28 00:00:00-07:00,13.3,21.1,17.2,0.3,0.0,0.0,1.0,0.0
"San Francisco, CA",2021-09-29 00:00:00-07:00,12.2,20.6,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-09-30 00:00:00-07:00,13.3,28.3,20.8,0.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2021-10-01 00:00:00-07:00,12.8,29.4,21.1,0.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2021-10-02 00:00:00-07:00,13.3,29.4,21.4,0.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2021-10-03 00:00:00-07:00,12.8,29.4,21.1,0.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2021-10-04 00:00:00-07:00,14.4,22.8,18.6,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2021-10-05 00:00:00-07:00,12.2,17.8,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-10-06 00:00:00-07:00,13.3,16.7,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-10-07 00:00:00-07:00,12.2,15.6,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2021-10-08 00:00:00-07:00,11.7,15.6,13.6,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2021-10-09 00:00:00-07:00,12.2,20.0,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-10-10 00:00:00-07:00,11.1,21.1,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2021-10-11 00:00:00-07:00,11.7,17.2,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2021-10-12 00:00:00-07:00,12.8,18.9,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-10-13 00:00:00-07:00,10.6,15.0,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2021-10-14 00:00:00-07:00,10.6,20.6,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2021-10-15 00:00:00-07:00,12.2,25.6,18.9,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2021-10-16 00:00:00-07:00,13.9,27.2,20.6,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2021-10-17 00:00:00-07:00,12.8,17.2,15.0,0.0,0.0,0.0,3.0,0.0
