location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2018-08-29 00:00:00-07:00,14.4,21.7,18.1,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2018-08-30 00:00:00-07:00,16.7,20.0,18.3,0.0,0.0,0.0,0.0,0.0
"San Francisco, CA",2018-08-31 00:00:00-07:00,13.3,18.9,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2018-09-01 00:00:00-07:00,12.8,17.8,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-02 00:00:00-07:00,12.8,18.3,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-03 00:00:00-07:00,13.3,18.3,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-04 00:00:00-07:00,13.3,18.9,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2018-09-05 00:00:00-07:00,13.3,16.7,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-06 00:00:00-07:00,12.8,16.1,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-09-07 00:00:00-07:00,12.8,18.9,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-08 00:00:00-07:00,13.3,20.6,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2018-09-09 00:00:00-07:00,12.2,21.1,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2018-09-10 00:00:00-07:00,12.8,22.8,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2018-09-11 00:00:00-07:00,12.2,20.6,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2018-09-12 00:00:00-07:00,12.2,17.2,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-09-13 00:00:00-07:00,12.8,18.3,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-14 00:00:00-07:00,12.2,18.3,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-15 00:00:00-07:00,11.7,16.7,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-09-16 00:00:00-07:00,12.8,18.9,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-17 00:00:00-07:00,12.8,16.7,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-09-18 00:00:00-07:00,12.2,17.8,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-19 00:00:00-07:00,11.1,20.0,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-20 00:00:00-07:00,13.9,28.3,21.1,0.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2018-09-21 00:00:00-07:00,14.4,17.8,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2018-09-22 00:00:00-07:00,11.7,16.1,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-09-23 00:00:00-07:00,11.7,18.9,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2018-09-24 00:00:00-07:00,10.0,18.9,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-09-25 00:00:00-07:00,11.7,17.8,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2018-09-26 00:00:00-07:00,11.7,23.3,17.5,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2018-09-27 00:00:00-07:00,10.6,15.6,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2018-09-28 00:00:00-07:00,12.8,18.3,15.6,0.0,0.0,0.0,3.0,0.0
