location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2016-01-11 00:00:00-07:00,10.6,13.9,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-01-12 00:00:00-07:00,10.0,15.0,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-01-13 00:00:00-07:00,13.3,15.0,14.2,4.6,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-01-14 00:00:00-07:00,8.9,13.3,11.1,2.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2016-01-15 00:00:00-07:00,10.6,15.6,13.1,1.8,0.0,0.0,5.0,0.0
"San Francisco, CA",2016-01-16 00:00:00-07:00,10.6,16.1,13.3,8.9,0.0,0.0,5.0,0.0
"San Francisco, CA",2016-01-17 00:00:00-07:00,13.3,15.6,14.4,3.3,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-01-18 00:00:00-07:00,11.7,16.7,14.2,32.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-01-19 00:00:00-07:00,12.2,16.1,14.2,30.5,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-01-20 00:00:00-07:00,10.0,16.1,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2016-01-21 00:00:00-07:00,11.1,16.7,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-01-22 00:00:00-07:00,12.2,15.6,13.9,6.9,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-01-23 00:00:00-07:00,11.7,13.9,12.8,4.1,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-01-24 00:00:00-07:00,9.4,14.4,11.9,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-01-25 00:00:00-07:00,9.4,15.0,12.2,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-01-26 00:00:00-07:00,10.6,15.0,12.8,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-01-27 00:00:00-07:00,10.6,17.8,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-01-28 00:00:00-07:00,10.0,16.1,13.1,0.0,0.0,0.0,5.0,0.0
"San Francisco, CA",2016-01-29 00:00:00-07:00,12.8,15.0,13.9,4.3,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-01-30 00:00:00-07:00,10.6,14.4,12.5,5.8,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-01-31 00:00:00-07:00,8.9,13.3,11.1,0.0,0.0,0.0,7.0,0.0
"San Francisco, CA",2016-02-01 00:00:00-07:00,7.8,13.3,10.6,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2016-02-02 00:00:00-07:00,7.8,12.8,10.3,3.8,0.0,0.0,8.0,0.0
"San Francisco, CA",2016-02-03 00:00:00-07:00,7.2,12.8,10.0,0.0,0.0,0.0,8.0,0.0
"San Francisco, CA",2016-02-04 00:00:00-07:00,9.4,15.6,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-02-05 00:00:00-07:00,8.3,16.7,12.5,0.0,0.0,0.0,6.0,0.0
"San Francisco, CA",2016-02-06 00:00:00-07:00,10.0,18.3,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2016-02-07 00:00:00-07:00,10.6,20.0,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2016-02-08 00:00:00-07:00,12.8,23.9,18.3,0.0,0.0,0.0,0.0,0.0
"San Francisco, CA",2016-02-09 00:00:00-07:00,12.2,22.2,17.2,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2016-02-10 00:00:00-07:00,11.7,21.1,16.4,0.0,0.0,0.0,2.0,0.0
