location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2017-06-21 00:00:00-07:00,11.7,21.1,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2017-06-22 00:00:00-07:00,13.3,22.2,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2017-06-23 00:00:00-07:00,12.8,18.9,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-06-24 00:00:00-07:00,13.3,17.8,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-06-25 00:00:00-07:00,12.8,17.8,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-06-26 00:00:00-07:00,13.9,20.0,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2017-06-27 00:00:00-07:00,13.3,17.2,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-06-28 00:00:00-07:00,12.8,16.1,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2017-06-29 00:00:00-07:00,11.7,17.2,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2017-06-30 00:00:00-07:00,12.2,18.3,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-01 00:00:00-07:00,11.1,18.3,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2017-07-02 00:00:00-07:00,11.1,17.2,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2017-07-03 00:00:00-07:00,11.1,17.8,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2017-07-04 00:00:00-07:00,12.2,17.8,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-05 00:00:00-07:00,11.7,17.8,14.7,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2017-07-06 00:00:00-07:00,11.7,18.9,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-07 00:00:00-07:00,11.7,22.2,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2017-07-08 00:00:00-07:00,14.4,24.4,19.4,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2017-07-09 00:00:00-07:00,11.1,19.4,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-10 00:00:00-07:00,12.2,18.9,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-11 00:00:00-07:00,12.2,18.3,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-12 00:00:00-07:00,12.2,18.3,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-13 00:00:00-07:00,11.7,18.3,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-14 00:00:00-07:00,12.2,18.9,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-15 00:00:00-07:00,12.8,23.9,18.3,0.0,0.0,0.0,0.0,0.0
"San Francisco, CA",2017-07-16 00:00:00-07:00,14.4,25.6,20.0,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2017-07-17 00:00:00-07:00,13.9,20.0,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2017-07-18 00:00:00-07:00,11.1,17.2,14.2,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2017-07-19 00:00:00-07:00,11.7,20.0,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-20 00:00:00-07:00,12.2,18.3,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2017-07-21 00:00:00-07:00,12.2,20.0,16.1,0.0,0.0,0.0,2.0,0.0
