location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2020-08-10 00:00:00-07:00,13.3,17.8,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2020-08-11 00:00:00-07:00,14.4,19.4,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2020-08-12 00:00:00-07:00,13.9,17.8,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2020-08-13 00:00:00-07:00,12.8,28.3,20.6,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2020-08-14 00:00:00-07:00,16.7,35.0,25.8,0.0,0.0,0.0,0.0,7.0
"San Francisco, CA",2020-08-15 00:00:00-07:00,17.8,30.0,23.9,0.0,0.0,0.0,0.0,6.0
"San Francisco, CA",2020-08-16 00:00:00-07:00,18.3,27.2,22.8,0.3,0.0,0.0,0.0,4.0
"San Francisco, CA",2020-08-17 00:00:00-07:00,16.7,27.2,21.9,0.0,0.0,0.0,0.0,4.0
"San Francisco, CA",2020-08-18 00:00:00-07:00,16.1,25.0,20.6,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2020-08-19 00:00:00-07:00,15.6,25.0,20.3,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2020-08-20 00:00:00-07:00,12.2,22.2,17.2,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2020-08-21 00:00:00-07:00,14.4,23.9,19.2,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2020-08-22 00:00:00-07:00,13.9,23.3,18.6,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2020-08-23 00:00:00-07:00,13.9,20.0,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2020-08-24 00:00:00-07:00,13.9,20.0,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2020-08-25 00:00:00-07:00,14.4,19.4,16.9,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2020-08-26 00:00:00-07:00,12.8,15.0,13.9,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2020-08-27 00:00:00-07:00,12.2,17.8,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2020-08-28 00:00:00-07:00,12.2,16.7,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2020-08-29 00:00:00-07:00,12.8,17.2,15.0,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2020-08-30 00:00:00-07:00,12.2,16.7,14.4,0.0,0.0,0.0,4.0,0.0
"San Francisco, CA",2020-08-31 00:00:00-07:00,12.8,17.8,15.3,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2020-09-01 00:00:00-07:00,13.3,18.3,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2020-09-02 00:00:00-07:00,14.4,18.9,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2020-09-03 00:00:00-07:00,13.3,17.8,15.6,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2020-09-04 00:00:00-07:00,12.8,20.6,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2020-09-05 00:00:00-07:00,14.4,31.7,23.1,0.0,0.0,0.0,0.0,5.0
"San Francisco, CA",2020-09-06 00:00:00-07:00,21.7,37.8,29.7,0.0,0.0,0.0,0.0,12.0
"San Francisco, CA",2020-09-07 00:00:00-07:00,21.7,32.8,27.2,0.0,0.0,0.0,0.0,9.0
"San Francisco, CA",2020-09-08 00:00:00-07:00,13.9,21.7,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2020-09-09 00:00:00-07:00,13.9,15.6,14.7,0.0,0.0,0.0,4.0,0.0
