location_name,timestamp,temperature_min,temperature_max,temperature_avg,precipitation,snowfall,snow_depth,heating_degree_days,cooling_degree_days
"San Francisco, CA",2014-09-02 00:00:00-07:00,14.4,18.3,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2014-09-03 00:00:00-07:00,15.0,20.6,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-04 00:00:00-07:00,15.0,20.6,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-05 00:00:00-07:00,15.0,20.0,17.5,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-06 00:00:00-07:00,15.0,19.4,17.2,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-07 00:00:00-07:00,14.4,18.9,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2014-09-08 00:00:00-07:00,13.9,17.8,15.8,0.0,0.0,0.0,3.0,0.0
"San Francisco, CA",2014-09-09 00:00:00-07:00,13.9,18.9,16.4,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2014-09-10 00:00:00-07:00,13.9,26.7,20.3,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2014-09-11 00:00:00-07:00,13.3,25.6,19.4,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2014-09-12 00:00:00-07:00,13.3,20.0,16.7,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2014-09-13 00:00:00-07:00,14.4,20.6,17.5,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-14 00:00:00-07:00,14.4,21.1,17.8,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-15 00:00:00-07:00,15.6,21.7,18.6,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2014-09-16 00:00:00-07:00,15.6,23.9,19.7,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2014-09-17 00:00:00-07:00,16.7,23.3,20.0,0.0,0.0,0.0,0.0,2.0
"San Francisco, CA",2014-09-18 00:00:00-07:00,18.9,23.3,21.1,1.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2014-09-19 00:00:00-07:00,16.7,20.0,18.3,0.0,0.0,0.0,0.0,0.0
"San Francisco, CA",2014-09-20 00:00:00-07:00,16.1,18.9,17.5,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-21 00:00:00-07:00,16.7,19.4,18.1,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-22 00:00:00-07:00,16.7,21.7,19.2,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2014-09-23 00:00:00-07:00,16.1,21.1,18.6,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2014-09-24 00:00:00-07:00,18.3,23.9,21.1,0.3,0.0,0.0,0.0,3.0
"San Francisco, CA",2014-09-25 00:00:00-07:00,14.4,21.7,18.1,12.7,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-26 00:00:00-07:00,16.1,21.1,18.6,0.0,0.0,0.0,0.0,1.0
"San Francisco, CA",2014-09-27 00:00:00-07:00,15.6,21.1,18.3,0.0,0.0,0.0,0.0,0.0
"San Francisco, CA",2014-09-28 00:00:00-07:00,15.6,20.6,18.1,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-09-29 00:00:00-07:00,13.9,18.3,16.1,0.0,0.0,0.0,2.0,0.0
"San Francisco, CA",2014-09-30 00:00:00-07:00,14.4,20.6,17.5,0.0,0.0,0.0,1.0,0.0
"San Francisco, CA",2014-10-01 00:00:00-07:00,14.4,27.8,21.1,0.0,0.0,0.0,0.0,3.0
"San Francisco, CA",2014-10-02 00:00:00-07:00,15.6,31.1,23.3,0.0,0.0,0.0,0.0,5.0
